,RMSD,Compound_Name,Pose_ID
0,0.10713580212573469,MAT-POS-e119ab4f-5,0
1,0.6530026669081598,MAT-POS-e119ab4f-5,1
2,0.6977422352932215,MAT-POS-e119ab4f-5,2
3,0.6515952459012111,MAT-POS-e119ab4f-5,3
4,0.9410869945693534,MAT-POS-e119ab4f-5,4
5,0.6826625101576493,MAT-POS-e119ab4f-5,5
6,1.9146226325456506,MAT-POS-e119ab4f-5,6
7,2.415997531085642,MAT-POS-e119ab4f-5,7
8,2.0925613555746545,MAT-POS-e119ab4f-5,8
9,2.092452053719434,MAT-POS-e119ab4f-5,9
10,2.4799651088525985,MAT-POS-e119ab4f-5,10
11,2.009764687471187,MAT-POS-e119ab4f-5,11
12,3.3169488338835844,MAT-POS-e119ab4f-5,12
13,2.403981784451296,MAT-POS-e119ab4f-5,13
14,2.2478205379961227,MAT-POS-e119ab4f-5,14
15,2.5222495217037095,MAT-POS-e119ab4f-5,15
16,2.036116746044375,MAT-POS-e119ab4f-5,16
17,1.9578241860663017,MAT-POS-e119ab4f-5,17
18,0.3734453350838543,MAT-POS-e48723dc-2,0
19,1.484349069544346,MAT-POS-e48723dc-2,1
20,0.7306313577574285,MAT-POS-e48723dc-2,2
21,1.518211707815059,MAT-POS-e48723dc-2,3
22,1.7961845178884173,MAT-POS-e48723dc-2,4
23,1.5155870421639703,MAT-POS-e48723dc-2,5
24,2.3091310594186596,MAT-POS-e48723dc-2,6
25,2.292306559955626,MAT-POS-e48723dc-2,7
26,2.1444284525657475,MAT-POS-e48723dc-2,8
27,1.594428089520405,MAT-POS-e48723dc-2,9
28,2.299824352911699,MAT-POS-e48723dc-2,10
29,1.4416428764287925,MAT-POS-e48723dc-2,11
30,1.9352891664010774,MAT-POS-e48723dc-2,12
31,1.7637722576410815,MAT-POS-e48723dc-2,13
32,2.316666016494087,MAT-POS-e48723dc-2,14
33,0.09462410763133126,RAL-THA-2d450e86-16,0
34,0.1081058395061457,MAT-POS-a13804f0-3,0
35,0.7693263592930777,MAT-POS-a13804f0-3,1
36,2.186512984630507,MAT-POS-a13804f0-3,2
37,0.7059557579986202,MAT-POS-90fd5f68-14,0
38,0.9326912233255897,MAT-POS-90fd5f68-14,1
39,0.5225838640677953,MAT-POS-90fd5f68-14,2
40,0.8053406621638499,MAT-POS-90fd5f68-14,3
41,2.0318875643693723,MAT-POS-90fd5f68-14,4
42,1.3859967713418115,MAT-POS-90fd5f68-14,5
43,2.736060704864617,MAT-POS-90fd5f68-14,6
44,1.4949980217313719,MAT-POS-90fd5f68-14,7
45,0.9729370218260157,MAT-POS-90fd5f68-14,8
46,1.812232476016674,MAT-POS-90fd5f68-14,9
47,2.050533979079672,MAT-POS-90fd5f68-14,10
48,2.055947287064114,MAT-POS-90fd5f68-14,11
49,1.8556684600605504,MAT-POS-90fd5f68-14,12
50,1.733682139599254,MAT-POS-90fd5f68-14,13
51,1.622760538437027,MAT-POS-90fd5f68-14,14
52,2.0312502383043,MAT-POS-90fd5f68-14,15
53,1.9188116091566587,MAT-POS-90fd5f68-14,16
54,2.9089517227226227,MAT-POS-90fd5f68-14,17
55,0.15258919305836358,KAD-UNI-80f122c8-2,0
56,0.6525572877633166,KAD-UNI-80f122c8-2,1
57,0.6530359585361531,KAD-UNI-80f122c8-2,2
58,1.8192816008848067,KAD-UNI-80f122c8-2,3
59,2.002426796122433,KAD-UNI-80f122c8-2,4
