Bootstraps,StructureChoice,StructureChoice_Choose_N,Score,Score_Choose_N,EvaluationMetric,EvaluationMetric_Cutoff,Split,N_Per_Split,PoseSelection,PoseSelection_Choose_N,Min,Max,CI_Upper,CI_Lower,Total,Fraction
1000,ECFP4_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,Default,1,0.004878048780487805,0.6634146341463415,0.47317073170731705,0.004878048780487805,205,0.15935121951219514
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,Default,1,0.004878048780487805,0.7121951219512195,0.47804878048780486,0.004878048780487805,205,0.16106829268292683
1000,MCSS_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,Default,1,0.0,0.424390243902439,0.33658536585365856,0.004878048780487805,205,0.10678536585365855
1000,MCSS_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,Default,1,0.004878048780487805,0.6878048780487804,0.43414634146341463,0.004878048780487805,205,0.12881463414634148
1000,MCSS_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,Default,1,0.004878048780487805,0.697560975609756,0.4878048780487805,0.004878048780487805,205,0.16358048780487808
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,Default,1,0.004878048780487805,0.6536585365853659,0.4878048780487805,0.004878048780487805,205,0.16788780487804877
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,1,0.004878048780487805,0.6878048780487804,0.4926829268292683,0.004878048780487805,205,0.16493170731707318
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,1,0.004878048780487805,0.45365853658536587,0.35121951219512193,0.004878048780487805,205,0.1185609756097561
1000,ECFP4_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,1,0.004878048780487805,0.5463414634146342,0.4,0.004878048780487805,205,0.14621463414634148
1000,ECFP4_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,1,0.004878048780487805,0.6634146341463415,0.4926829268292683,0.004878048780487805,205,0.1600878048780488
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,1,0.004878048780487805,0.7317073170731707,0.4926829268292683,0.004878048780487805,205,0.17117560975609758
1000,MCSS_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,1,0.004878048780487805,0.6341463414634146,0.44878048780487806,0.004878048780487805,205,0.13286341463414636
1000,MCSS_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,1,0.0,0.5024390243902439,0.35121951219512193,0.004878048780487805,205,0.10929268292682928
1000,ECFP4_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,10,0.0,0.551219512195122,0.36097560975609755,0.004878048780487805,205,0.06339945002391201
1000,MCSS_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,1,0.004878048780487805,0.7170731707317073,0.5073170731707317,0.004878048780487805,205,0.16938536585365854
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,10,0.0,0.32195121951219513,0.2048780487804878,0.004878048780487805,205,0.041695432807269256
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,10,0.0,0.6390243902439025,0.43414634146341463,0.004878048780487805,205,0.07975282161645146
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,1,0.004878048780487805,0.7121951219512195,0.48292682926829267,0.004878048780487805,205,0.1683707317073171
1000,ECFP4_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,10,0.0,0.6439024390243903,0.47804878048780486,0.004878048780487805,205,0.09088543758967
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,10,0.0,0.6390243902439025,0.43902439024390244,0.004878048780487805,205,0.08598110951697752
1000,MCSS_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,10,0.0,0.37073170731707317,0.1951219512195122,0.004878048780487805,205,0.033243328550932566
1000,MCSS_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,10,0.0,0.3853658536585366,0.2146341463414634,0.004878048780487805,205,0.03953029650884744
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,2,0.004878048780487805,0.7317073170731707,0.5073170731707317,0.004878048780487805,205,0.1636
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,10,0.0,0.6292682926829268,0.43902439024390244,0.004878048780487805,205,0.07654213295074126
1000,MCSS_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,10,0.0,0.5170731707317073,0.33658536585365856,0.004878048780487805,205,0.06104545671927308
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,2,0.0,0.4585365853658537,0.35609756097560974,0.004878048780487805,205,0.11979024390243904
1000,ECFP4_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,2,0.004878048780487805,0.47804878048780486,0.375609756097561,0.004878048780487805,205,0.12950731707317073
1000,ECFP4_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,2,0.004878048780487805,0.5951219512195122,0.4682926829268293,0.004878048780487805,205,0.17113658536585366
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,2,0.004878048780487805,0.6634146341463415,0.5170731707317073,0.004878048780487805,205,0.17825853658536586
1000,MCSS_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,2,0.004878048780487805,0.7073170731707317,0.4926829268292683,0.004878048780487805,205,0.15815609756097565
1000,MCSS_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,2,0.0,0.3902439024390244,0.32682926829268294,0.004878048780487805,205,0.10239512195121953
1000,MCSS_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,2,0.0,0.4878048780487805,0.33658536585365856,0.004878048780487805,205,0.10665853658536587
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,2,0.004878048780487805,0.7170731707317073,0.5024390243902439,0.004878048780487805,205,0.16510731707317075
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,5,0.004878048780487805,0.36097560975609755,0.2926829268292683,0.004878048780487805,205,0.09560975609756099
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,Default,1,0.004878048780487805,0.3902439024390244,0.28780487804878047,0.004878048780487805,205,0.12658536585365854
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,5,0.004878048780487805,0.6487804878048781,0.45365853658536587,0.004878048780487805,205,0.14143414634146342
1000,ECFP4_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,5,0.004878048780487805,0.5853658536585366,0.424390243902439,0.004878048780487805,205,0.14534634146341463
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,5,0.004878048780487805,0.697560975609756,0.48292682926829267,0.004878048780487805,205,0.16347804878048783
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,Default,1,0.004878048780487805,0.6878048780487804,0.47317073170731705,0.004878048780487805,205,0.1969268292682927
1000,ECFP4_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,Default,1,0.004878048780487805,0.45365853658536587,0.35609756097560974,0.004878048780487805,205,0.1541658536585366
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,5,0.004878048780487805,0.6341463414634146,0.4682926829268293,0.004878048780487805,205,0.16123414634146344
1000,MCSS_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,5,0.0,0.36585365853658536,0.2,0.004878048780487805,205,0.06172682926829269
1000,ECFP4_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,5,0.004878048780487805,0.5024390243902439,0.36585365853658536,0.004878048780487805,205,0.12742926829268295
1000,MCSS_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,5,0.004878048780487805,0.5853658536585366,0.35609756097560974,0.004878048780487805,205,0.12047317073170731
1000,ECFP4_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,Default,1,0.004878048780487805,0.526829268292683,0.40487804878048783,0.004878048780487805,205,0.18111219512195123
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,Default,1,0.004878048780487805,0.5853658536585366,0.4926829268292683,0.004878048780487805,205,0.19871707317073173
1000,MCSS_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,Default,1,0.0,0.375609756097561,0.2780487804878049,0.004878048780487805,205,0.11582926829268295
1000,MCSS_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,Default,1,0.004878048780487805,0.5073170731707317,0.36097560975609755,0.004878048780487805,205,0.1453609756097561
1000,MCSS_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,Default,1,0.004878048780487805,0.6097560975609756,0.45365853658536587,0.004878048780487805,205,0.1724390243902439
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,20,0.0,0.6536585365853659,0.43414634146341463,0.004878048780487805,205,0.0854627211860354
1000,MCSS_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,5,0.0,0.4146341463414634,0.3024390243902439,0.004878048780487805,205,0.09213170731707318
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,Default,1,0.004878048780487805,0.6878048780487804,0.4926829268292683,0.004878048780487805,205,0.20094634146341467
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,1,0.004878048780487805,0.5951219512195122,0.4878048780487805,0.004878048780487805,205,0.2013414634146342
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,20,0.0,0.2146341463414634,0.15609756097560976,0.004878048780487805,205,0.03238230511716882
1000,MCSS_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,20,0.0,0.22439024390243903,0.17073170731707318,0.004878048780487805,205,0.02881214729794357
1000,ECFP4_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,20,0.0,0.33170731707317075,0.23902439024390243,0.004878048780487805,205,0.045920086083213775
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,20,0.0,0.6439024390243903,0.43414634146341463,0.004878048780487805,205,0.07880384983261599
1000,ECFP4_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,20,0.0,0.6341463414634146,0.43414634146341463,0.004878048780487805,205,0.08777226207556192
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,1,0.004878048780487805,0.3853658536585366,0.3170731707317073,0.004878048780487805,205,0.13062926829268293
1000,MCSS_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,20,0.0,0.22439024390243903,0.15609756097560976,0.004878048780487805,205,0.02614445241511239
1000,ECFP4_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,1,0.004878048780487805,0.43414634146341463,0.34146341463414637,0.004878048780487805,205,0.15206341463414635
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,20,0.0,0.4292682926829268,0.34146341463414637,0.004878048780487805,205,0.06110473457675754
1000,ECFP4_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,1,0.004878048780487805,0.5121951219512195,0.424390243902439,0.004878048780487805,205,0.17766341463414637
1000,MCSS_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,20,0.0,0.3170731707317073,0.22926829268292684,0.004878048780487805,205,0.03762187948350072
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,1,0.004878048780487805,0.5853658536585366,0.47317073170731705,0.004878048780487805,205,0.20298048780487807
1000,MCSS_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,1,0.0,0.40487804878048783,0.28780487804878047,0.004878048780487805,205,0.1194048780487805
1000,MCSS_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,1,0.004878048780487805,0.5073170731707317,0.35609756097560974,0.004878048780487805,205,0.14746829268292685
1000,MCSS_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,1,0.004878048780487805,0.6097560975609756,0.4634146341463415,0.004878048780487805,205,0.18023414634146342
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,1,0.004878048780487805,0.5804878048780487,0.47317073170731705,0.004878048780487805,205,0.19950243902439024
1000,ECFP4_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,10,0.004878048780487805,0.40487804878048783,0.2975609756097561,0.004878048780487805,205,0.09422926829268294
1000,ECFP4_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,2,0.004878048780487805,0.4146341463414634,0.3073170731707317,0.004878048780487805,205,0.13610731707317075
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,2,0.004878048780487805,0.5756097560975609,0.4926829268292683,0.004878048780487805,205,0.20211219512195122
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,2,0.004878048780487805,0.424390243902439,0.28780487804878047,0.004878048780487805,205,0.12232195121951221
1000,ECFP4_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,2,0.004878048780487805,0.5219512195121951,0.4195121951219512,0.004878048780487805,205,0.17859512195121954
1000,MCSS_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,2,0.0,0.4975609756097561,0.28780487804878047,0.004878048780487805,205,0.11900975609756097
1000,MCSS_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,2,0.0,0.36097560975609755,0.2731707317073171,0.004878048780487805,205,0.1129560975609756
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,2,0.004878048780487805,0.5756097560975609,0.4585365853658537,0.004878048780487805,205,0.1955317073170732
1000,MCSS_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,2,0.004878048780487805,0.5170731707317073,0.3853658536585366,0.004878048780487805,205,0.16027317073170735
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,2,0.004878048780487805,0.5756097560975609,0.44878048780487806,0.004878048780487805,205,0.17539024390243907
1000,ECFP4_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,10,0.004878048780487805,0.5024390243902439,0.3853658536585366,0.004878048780487805,205,0.13322439024390242
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,10,0.004878048780487805,0.22439024390243903,0.15609756097560976,0.004878048780487805,205,0.05478048780487805
1000,MCSS_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,10,0.0,0.22439024390243903,0.15121951219512195,0.004878048780487805,205,0.04715121951219513
1000,MCSS_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,10,0.0,0.22439024390243903,0.13170731707317074,0.004878048780487805,205,0.04103902439024391
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,10,0.004878048780487805,0.6487804878048781,0.4146341463414634,0.004878048780487805,205,0.14750731707317075
1000,MCSS_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,10,0.004878048780487805,0.3853658536585366,0.23902439024390243,0.004878048780487805,205,0.07681951219512195
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,10,0.004878048780487805,0.551219512195122,0.3121951219512195,0.004878048780487805,205,0.10504390243902441
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,5,PoseSelection,10,0.004878048780487805,0.6829268292682927,0.4878048780487805,0.004878048780487805,205,0.16669756097560975
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,50,0.0,0.2975609756097561,0.25365853658536586,0.004878048780487805,205,0.04191200382592061
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,5,0.004878048780487805,0.4146341463414634,0.25365853658536586,0.004878048780487805,205,0.10281463414634148
1000,ECFP4_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,5,0.004878048780487805,0.36097560975609755,0.3170731707317073,0.004878048780487805,205,0.13289268292682932
1000,ECFP4_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,5,0.004878048780487805,0.5073170731707317,0.36097560975609755,0.004878048780487805,205,0.15907317073170735
1000,MCSS_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,5,0.0,0.25853658536585367,0.16585365853658537,0.004878048780487805,205,0.06839512195121952
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,5,0.004878048780487805,0.6097560975609756,0.40487804878048783,0.004878048780487805,205,0.1783658536585366
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,15,Default,1,0.004878048780487805,0.5414634146341464,0.47317073170731705,0.024390243902439025,205,0.22471707317073172
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,50,0.0,0.15121951219512195,0.11707317073170732,0.004878048780487805,205,0.024202654232424677
1000,MCSS_Similarity,5,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,5,0.004878048780487805,0.4146341463414634,0.2975609756097561,0.004878048780487805,205,0.12194634146341465
1000,MCSS_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,5,0.004878048780487805,0.34146341463414637,0.24390243902439024,0.004878048780487805,205,0.09800975609756099
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,5,0.004878048780487805,0.6585365853658537,0.5024390243902439,0.004878048780487805,205,0.20408780487804878
1000,ECFP4_Similarity,2,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,50,0.0,0.24878048780487805,0.17073170731707318,0.004878048780487805,205,0.03323225729316117
1000,MCSS_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,10,PoseSelection,5,0.004878048780487805,0.4585365853658537,0.36585365853658536,0.004878048780487805,205,0.15173658536585366
1000,Dock_to_All,All,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,50,0.0,0.6341463414634146,0.43414634146341463,0.004878048780487805,205,0.0822168818747011
1000,ECFP4_Similarity,1,POSIT_Probability,1,RMSD,2.0,RandomSplit,15,Default,1,0.004878048780487805,0.33170731707317075,0.2731707317073171,0.00975609756097561,205,0.13035609756097563
1000,ECFP4_Similarity,10,POSIT_Probability,1,RMSD,2.0,RandomSplit,1,PoseSelection,50,0.0,0.624390243902439,0.4146341463414634,0.004878048780487805,205,0.08318825920612147
